PROPOSED_ACTION|GROUP|GROUP_LABEL|DEBTOR_CODE|ERP_NAME|ERP_GROUP|ERP_REP|ERP_AREA|BOTTLES|NET_REV_ZAR|QUEUE_ROWS|PROPOSED_CANONICAL_NAME
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ERIN0001|Erinvale Golf Club|Local - Restaurants|Nathalie Watkins|Local - Western Cape|180|24756|10|Erinvale Golf Club
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|HOUW0001|Houw Hoek Farm Stall|Local - Restaurants|Nathalie Watkins|Local - Western Cape|234|24632|12|Houw Hoek Farm Stall
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GRAY0002|Grayston Prop. Number 002|Local - Non-Trade|Head Office|Local - Gauteng|24|24620|2|Grayston Prop. Number 002
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0044|Tops - Sunningdale|Local - Liquor Stores|Sergio King|Local - Western Cape|168|24467|28|Tops - Sunningdale
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0003|Tops Melville (Plett)|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|246|23933|41|Tops Melville (Plett)
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSP001|Parklands Tops|Local - Liquor Stores|Sergio King|Local - Western Cape|143|23926|23|Parklands Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CAVERN01|Cavern Drakensberg Resort|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|168|23755|22|Cavern Drakensberg Resort
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BLUEB005|Blue Bottle Kloof Nek Liquors|Local - Liquor Stores|Sergio King|Local - Western Cape|360|23535|23|Blue Bottle Kloof Nek Liquors
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LADYB001|Ladybrand Liquor City|Local - Liquor Stores|Koliswa Jayiya|Local - Orange Free State|138|23415|6|Ladybrand Liquor City
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0007|Tops Rosmead|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|283|23237|28|Tops Rosmead
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CARO0001|Caroline's Fine Wine Sea Point|Local - Liquor Stores|Sergio King|Local - Western Cape|40|23159|8|Caroline's Fine Wine Sea Point
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|NEURO001|The Lion Trust|Local - Non-Trade|Head Office|Local - Western Cape|96|22857|2|The Lion Trust
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DEJON001|De Jonker Kwik Spar|Local - Chain Stores|Nathalie Watkins|Local - Western Cape|261|22590|47|De Jonker Kwik Spar
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|RHONE001|Rhone Hill Polo Club|Local - Non-Trade|Head Office|Private clients - Garden Route|84|22425|3|Rhone Hill Polo Club
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MONTYS L|Montys Liquor Boutique|Local - Liquor Stores|Helena Pires|Local - Gauteng|99|22398|17|Montys Liquor Boutique
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINE CON|Wine Menu Kramerville|Local - Distributors|Koliswa Jayiya|Local - Gauteng|104|22045|11|Wine Menu Kramerville
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CHEFS003|The Chefs Table|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|36|21697|6|The Chefs Table
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSU001|Umhlanga Tops|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|217|21311|29|Umhlanga Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|THRU0001|Thrupps Retail cc|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|150|21301|20|Thrupps Retail cc
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FLAV0001|Flavours Restaurant|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|270|21171|15|Flavours Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DAWM0001|Dawm Distributors (Pty) Ltd|Local - Liquor Stores|Head Office|Local - Gauteng|124|21142|8|Dawm Distributors (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|URBA0001|Urbantonic (Pty) Ltd|Local - Non-Trade|Nathalie Watkins|Local - Western Cape|228|20452|6|Urbantonic (Pty) Ltd
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSM003|Mount Edgecombe Tops|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|234|20271|16|Mount Edgecombe Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MAKBL001|Makro Bloemfontein|Local - Chain Stores|Head Office|Local - Orange Free State|66|20270|8|Makro Bloemfontein
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CODF0002|Codfather Mykatrade-Polofields|Local - Restaurants|Sandile Yende|Local - Gauteng|48|19998|7|Codfather Mykatrade-Polofields
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|JMS00001|Jock Morrison and Sons|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|204|19547|15|Jock Morrison and Sons
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LEOPARDM|Leopard Mountain Investments|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|234|19420|7|Leopard Mountain Investments
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|11THFL01|The 11th Floor Restaurant|Local - Restaurants|Sandile Yende|Local - Gauteng|8|19163|3|The 11th Floor Restaurant
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LIQCGR01|Liquor City Grayston|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|68|19088|10|Liquor City Grayston
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|OPENWINE|Open Wine ZA|Local - Liquor Stores|Sergio King|Local - Western Cape|126|18805|7|Open Wine ZA
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BAYALA01|Bayala Game Lodge (PTY) LTD|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|222|18792|13|Bayala Game Lodge (PTY) LTD
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|KAMBA001|Kambaku River Lodge (Pty) Ltd|Local - Hotels & Guest Houses|Maggie Colman|Local - Mpumalanga|114|18335|12|Kambaku River Lodge (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|OYST0001|Oyster Box Hotel|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|48|18326|8|Oyster Box Hotel
CREATE_CANONICAL|PNP_BRANCH|Pick n Pay branch (not DC — separate from existing PnP DCs canonical)|PICKKZN1|Pick n Pay - The Avenues|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|162|18127|14|Pick n Pay - The Avenues
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSK001|Kensington Tops|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|168|17900|26|Kensington Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TESTKITC|The Test Kitchen|Local - Restaurants|Sergio King|Local - Western Cape|78|17750|12|The Test Kitchen
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTRA001|Ultra Liquors - Parkview|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|132|17684|18|Ultra Liquors - Parkview
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|NINA0001|Nina's Cafe (Pty) Ltd|Local - Restaurants|Jane Simon|Local - Garden Route / ECape|156|17419|16|Nina's Cafe (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|EMIL0001|Emily Moon River Lodge Pty Ltd|Local - Restaurants|Jane Simon|Local - Garden Route / ECape|66|17284|5|Emily Moon River Lodge Pty Ltd
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0012|Tops - Stellenbosch/Helshoogte|Local - Chain Stores|Nathalie Watkins|Local - Western Cape|162|16879|26|Tops - Stellenbosch/Helshoogte
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ATLAN001|Atlantic Boat Club|Local - Restaurants|Sergio King|Local - Western Cape|204|16816|6|Atlantic Boat Club
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ROSENHOF|Rosenhof Country House & Art G|Local - Hotels & Guest Houses|Jane Simon|Local - Garden Route / ECape|156|16784|11|Rosenhof Country House & Art G
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSG001|Glenore Kwikspar & Tops|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|144|16782|21|Glenore Kwikspar & Tops
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSU002|Underberg Tops/SuperSpar|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|168|16753|21|Underberg Tops/SuperSpar
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0042|Tops - Yzerfontein|Local - Liquor Stores|Sergio King|Local - Western Cape|144|16595|15|Tops - Yzerfontein
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TIMEO001|Time Out Market|Local - Restaurants|Sergio King|Local - Western Cape|90|16517|7|Time Out Market
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LITTLE01|Little Pilgrims Pty Ltd|Local - Hotels & Guest Houses|Maggie Colman|Local - Mpumalanga|120|16486|6|Little Pilgrims Pty Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|KOI00002|Koi Restaurant - Menlyn Maine|Local - Restaurants|Moya Fourie|Local - Gauteng|60|16428|10|Koi Restaurant - Menlyn Maine
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTR0012|Ultra Liquors Mbombela|Local - Liquor Stores|Maggie Colman|Local - Mpumalanga|42|16275|5|Ultra Liquors Mbombela
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FINEW001|Fine Wine Company|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|108|16255|15|Fine Wine Company
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LIQU0037|Liquor City Knysna|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|174|16115|27|Liquor City Knysna
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CLAR0001|The Clarendon|Local - Hotels & Guest Houses|Sergio King|Local - Western Cape|144|15776|8|The Clarendon
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|EVEREST1|Everest Packaging Group|Local - Non-Trade|Head Office|Private clients - Western Cape|96|15500|21|Everest Packaging Group
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|THIRST01|Tamasa Trading/Thirsty S/Crow|Local - Restaurants|Nathalie Watkins|Local - Western Cape|168|15293|10|Tamasa Trading/Thirsty S/Crow
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINEDO03|Wine Down Boutique Bar and|Local - Restaurants|Moya Fourie|Local - Gauteng|102|15282|14|Wine Down Boutique Bar and
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTR0002|Ultra Liquors - Corlett Drive|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|84|15204|14|Ultra Liquors - Corlett Drive
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SALTA001|Salta Trading (Pty) Ltd - Spar|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|168|14876|19|Salta Trading (Pty) Ltd - Spar
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTR0004|Ultra Liquors - George|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|138|14869|22|Ultra Liquors - George
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|NAKED001|The Naked Woolf|Local - Restaurants|Sandile Yende|Local - Gauteng|156|14692|16|The Naked Woolf
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LALUKA01|Laluka Safari Lodge (Pty) Ltd|Local - Hotels & Guest Houses|Head Office|Local - North West|174|14219|6|Laluka Safari Lodge (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MIDST001|Midstream Ridge Trading(Pty)Lt|Local - Chain Stores|Head Office|Local - Gauteng|67|14121|15|Midstream Ridge Trading(Pty)Lt
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MONT0001|Mont Fleur|Local - Non-Trade|Nathalie Watkins|Local - Western Cape|134|13959|14|Mont Fleur
CREATE_CANONICAL|SPAR_GROUP|Spar/Kwikspar/SuperSpar location|SPAR0007|Royal Ascot SuperSpar|Local - Liquor Stores|Sergio King|Local - Western Cape|162|13932|26|Royal Ascot SuperSpar
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GOWAN001|Gowan Valley Guest Farm CC|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|168|13802|17|Gowan Valley Guest Farm CC
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CODFJHB1|The Codfather Sandton|Local - Restaurants|Sandile Yende|Local - Gauteng|40|13604|5|The Codfather Sandton
CREATE_CANONICAL|PRESTONS|Prestons Liquor chain (Garden Route)|PREST013|Prestons Liq Vincent - Nahoon|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|78|13478|8|Prestons Liq Vincent - Nahoon
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|PUMULA01|Pumula Beach Hotel (Pty) Ltd|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|144|13403|6|Pumula Beach Hotel (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|UNDER001|Underberg Country Club|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|168|13140|5|Underberg Country Club
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ZIOUX001|Zioux Entertainment (Pty)Ltd|Local - Restaurants|Sandile Yende|Local - Gauteng|60|13102|6|Zioux Entertainment (Pty)Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GOOD0003|The Good Stuff Company Pty Ltd|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|84|13066|14|The Good Stuff Company Pty Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VINO0008|Vinosity|Local - Distributors|Koliswa Jayiya|Local - Gauteng|78|13049|9|Vinosity
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|1920REST|1920 Portuguese Restaurant|Local - Restaurants|Helena Pires|Local - Gauteng|6|13017|1|1920 Portuguese Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SAFARI01|Safari Supply Co and Deli t/a|Local - Liquor Stores|Maggie Colman|Local - Mpumalanga|73|12567|8|Safari Supply Co and Deli t/a
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GRIMAL01|Grimaldis Umhlanga|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|108|12358|17|Grimaldis Umhlanga
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CELL0004|t/a The Cellars-Hohenort|Local - Hotels & Guest Houses|Sergio King|Local - Western Cape|48|12358|4|t/a The Cellars-Hohenort
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LIQ00007|Liquor City Somerset Mall|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|111|12153|19|Liquor City Somerset Mall
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TONYS002|Tony's Liquor|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|132|12141|4|Tony's Liquor
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|21NET001|21 Nettleton|Local - Hotels & Guest Houses|Sergio King|Local - Western Cape|102|11931|9|21 Nettleton
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WEED0001|Weed Lovers Market|Local - Restaurants|Sandile Yende|Local - Gauteng|156|11794|6|Weed Lovers Market
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ALCHEMY1|Chanson Trading 1021 (Pty)Ltd|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|66|11775|11|Chanson Trading 1021 (Pty)Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LIBE0002|Liberty Liquors - PMB|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|150|11739|4|Liberty Liquors - PMB
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LIQU0006|Liquor City Lonehill|Local - Liquor Stores|Helena Pires|Local - Gauteng|114|11730|9|Liquor City Lonehill
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0031|Tops- Observatory     35700|Local - Liquor Stores|Sergio King|Local - Western Cape|102|11653|16|Tops- Observatory     35700
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|HILLS001|1000 Hills Brewco (Pty) Ltd|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|138|11632|11|1000 Hills Brewco (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BOOKCL01|The Book Club Restaurant|Local - Restaurants|Nathalie Watkins|Local - Western Cape|144|11412|14|The Book Club Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|RAWDO001|Rawdons Hotel + Restaurant|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|144|11163|11|Rawdons Hotel + Restaurant
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSC001|Constantia Tops|Local - Liquor Stores|Sergio King|Local - Western Cape|66|11119|12|Constantia Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SALENE01|The Salene (Pty) Ltd|Local - Hotels & Guest Houses|Nathalie Watkins|Local - Western Cape|120|10953|7|The Salene (Pty) Ltd
CREATE_CANONICAL|PRESTONS|Prestons Liquor chain (Garden Route)|PREST015|Preston's Liquor Stirling|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|54|10842|6|Preston's Liquor Stirling
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSG002|Tops Glencairn|Local - Chain Stores|Sergio King|Local - Western Cape|90|10808|15|Tops Glencairn
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|COOL0002|Coolsnax (Pty) Ltd|Local - Distributors|Head Office|Local - Western Cape|156|10717|6|Coolsnax (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|HALL0004|Daniel Haller|Local - Non-Trade|Head Office|Local - Gauteng|120|10716|1|Daniel Haller
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MAMAR001|Mama Roma Newlands|Local - Restaurants|Sergio King|Local - Western Cape|42|10716|7|Mama Roma Newlands
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|COY00001|COY RESTAURANT (PTY)LTD|Local - Restaurants|Sergio King|Local - Western Cape|6|10668|1|COY RESTAURANT (PTY)LTD
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GINO0001|Gino's|Local - Restaurants|Nathalie Watkins|Local - Western Cape|132|10498|18|Gino's
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MARR0001|Marriott Gardens Liquor|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|42|10425|4|Marriott Gardens Liquor
CREATE_CANONICAL|PRESTONS|Prestons Liquor chain (Garden Route)|PREST012|Prestons George|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|138|10297|15|Prestons George
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|THULA001|Thula Thula Private Game Reser|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|60|10209|3|Thula Thula Private Game Reser
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|STILB001|Stilbaai Kelders|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|76|10196|6|Stilbaai Kelders
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WYN00001|Wyn-Derway Investments(Pty)Ltd|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|6|9730|1|Wyn-Derway Investments(Pty)Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MIXO0001|Mixology Restaurant|Local - Restaurants|Maggie Colman|Local - Mpumalanga|6|9730|1|Mixology Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|YUREST01|YU Restaurant at the Onyx|Local - Hotels & Guest Houses|Sergio King|Local - Western Cape|54|9616|4|YU Restaurant at the Onyx
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VINEV001|Vineyard Vault|Local - Distributors|Head Office|Local - Western Cape|54|9583|6|Vineyard Vault
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DRYDOCK1|Dry Dock Parkhurst|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|61|9487|11|Dry Dock Parkhurst
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|EPICE001|Epice (Pty) Ltd|Local - Restaurants|Nathalie Watkins|Local - Western Cape|22|9420|5|Epice (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|AMBAS001|Ambassador Duty Free (Pty)Ltd|Local - Liquor Stores|Moya Fourie|Local - Gauteng|36|9387|2|Ambassador Duty Free (Pty)Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TOURVEST|Downtown Duty Free|Local - Liquor Stores|Head Office|Local - Western Cape|36|9287|3|Downtown Duty Free
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS WAT|Tops Waterfront|Local - Chain Stores|Jane Simon|Local - Garden Route / ECape|86|9147|15|Tops Waterfront
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSH001|Tops Hillcrest|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|42|8791|6|Tops Hillcrest
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TABAK002|Tabak Distribution Cape Town|Local - Distributors|Nathalie Watkins|Local - Western Cape|21|8758|4|Tabak Distribution Cape Town
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SUNNIN01|Sunningdale Liquors|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|60|8576|10|Sunningdale Liquors
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SWIRL002|SwirlCo|Local - Non-Trade|Moya Fourie|Private clients - Gauteng|60|8536|9|SwirlCo
CREATE_CANONICAL|PICARDI|Picardi Rebel chain store|PICARD17|Picardi Rebel Laborie Paarl|Local - Chain Stores|Nathalie Watkins|Local - Western Cape|48|8314|6|Picardi Rebel Laborie Paarl
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0014|Tops Prospur|Local - Liquor Stores|Sergio King|Local - Western Cape|78|8283|11|Tops Prospur
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINESAF1|Wines on Safari|Local - Restaurants|Head Office|Local - Mpumalanga|60|8236|5|Wines on Safari
CREATE_CANONICAL|PNP_BRANCH|Pick n Pay branch (not DC — separate from existing PnP DCs canonical)|PICKGC64|Pick n Pay on Nicol GC64|Local - Chain Stores|Head Office|Local - Gauteng|78|8208|4|Pick n Pay on Nicol GC64
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|KIEV0001|Kievits Kroon Gauteng Wine|Local - Hotels & Guest Houses|Moya Fourie|Local - Gauteng|30|7953|2|Kievits Kroon Gauteng Wine
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTR0009|Ultra Liquors - Newtown Park|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|78|7896|8|Ultra Liquors - Newtown Park
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|AUBE0001|Aubergine Restaurant|Local - Restaurants|Sergio King|Local - Western Cape|48|7823|2|Aubergine Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SAMA0001|Samara Private Game Reserve|Local - Hotels & Guest Houses|Head Office|Local - Western Cape|30|7820|4|Samara Private Game Reserve
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LIQC0063|Liquor City Hillcrest|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|96|7735|4|Liquor City Hillcrest
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSIS01|Tops @ The Island|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|54|7585|9|Tops @ The Island
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ROBICADI|Robica Distributors CC|Local - Non-Trade|Koliswa Jayiya|Local - Gauteng|30|7562|2|Robica Distributors CC
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GRANDP01|GMI - Ghost Mountain inn|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|60|7562|9|GMI - Ghost Mountain inn
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SIMOLA01|Simola Golf and Country Estate|Local - Hotels & Guest Houses|Jane Simon|Local - Garden Route / ECape|30|7562|3|Simola Golf and Country Estate
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINECO03|Wine Concepts - Newlands|Local - Liquor Stores|Sergio King|Local - Western Cape|102|7506|8|Wine Concepts - Newlands
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VINE0006|Vine Wine Bar (Pty) Ltd|Local - Restaurants|Maggie Colman|Local - Mpumalanga|36|7506|6|Vine Wine Bar (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SPEK0001|Spek en Bone (Pty) Ltd|Local - Restaurants|Nathalie Watkins|Local - Western Cape|21|7504|6|Spek en Bone (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LUPA0003|Lupa Osteria Westville|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|96|7497|9|Lupa Osteria Westville
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|PROSO001|Prosopa Holdings (Pty) Ltd|Local - Restaurants|Moya Fourie|Local - Gauteng|84|7398|8|Prosopa Holdings (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINECOM1|Wine & Company|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|29|7269|7|Wine & Company
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FROG0001|The Frog (Pty) Ltd|Local - Restaurants|Sandile Yende|Local - Gauteng|90|7245|15|The Frog (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TRYN0001|t/a Tryn Restaurant|Local - Restaurants|Sergio King|Local - Western Cape|24|7219|3|t/a Tryn Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FRANK001|Frankie Fenner Meat Merchants|Local - Restaurants|Roxanne Rock|Local - Western Cape|42|7202|1|Frankie Fenner Meat Merchants
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DULLSTRO|Dullstroom Tavern cc|Local - Restaurants|Maggie Colman|Local - Mpumalanga|78|7097|13|Dullstroom Tavern cc
CREATE_CANONICAL|PNP_BRANCH|Pick n Pay branch (not DC — separate from existing PnP DCs canonical)|PICKKZN2|Pick n Pay - Athlone Circle|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|84|6752|7|Pick n Pay - Athlone Circle
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|THEWINE1|The Wine Shop by Caraffa|Local - Liquor Stores|Moya Fourie|Local - Gauteng|30|6590|4|The Wine Shop by Caraffa
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MERAKI02|Meraki by Charlie Lakin|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|36|6520|6|Meraki by Charlie Lakin
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTR0008|Ultra Liquors - East London|Local - Liquor Stores|Head Office|Local - Garden Route / ECape|42|6515|6|Ultra Liquors - East London
